from_year,to_year,county_norm,from_precinct_norm,to_precinct_norm,to_prctseq_2024,method,score
2018,2024,CLAIBORNE,5 1 BIG SPRING UNION,5 1 BIG SPRING UNION,0010,exact_norm,1.0
2018,2024,CLAIBORNE,6 1 HARROGATE,6 1 HARROGATE,0011,exact_norm,1.0
2018,2024,CLAIBORNE,7 1 ARTHUR,7 1 ARTHUR,0012,exact_norm,1.0
2018,2024,CLAIBORNE,7 2 CUMBERLAND GAP,7 2 CUMBERLAND GAP,0013,exact_norm,1.0
2018,2024,CLAIBORNE,8 1 ROGERS MILL,8 1 ROGERS MILL,0014,exact_norm,1.0
2018,2024,CLAIBORNE,8 2 VANBEBBER SPRNGS,8 2 VANBEBBER SPRINGS,0015,fuzzy_norm,0.97561
2018,2024,CLAIBORNE,9 1 CLAIRFIELD,9 1 CLAIRFIELD,0016,exact_norm,1.0
2018,2024,CLAY,1 DENTONS CROSS ROAD,1 DENTONS CROSS ROAD,0001,exact_norm,1.0
2018,2024,CLAY,2 HERMITAGE SPRINGS,2 HERMITAGE SPRINGS,0002,exact_norm,1.0
2018,2024,CLAY,3 CELINA,3 CELINA,0003,exact_norm,1.0
2018,2024,CLAY,4 1 MAPLE GROVE,4 1 MAPLE GROVE,0004,exact_norm,1.0
2018,2024,CLAY,4 2 BUTLERS LANDING,4 2 BUTLERS LANDING,0005,exact_norm,1.0
2018,2024,CLAY,5 1 BEECH BETHANY,5 1 BEECH BETHANY,0006,exact_norm,1.0
2018,2024,CLAY,5 2 PEA RIDGE,5 2 PEA RIDGE,0007,exact_norm,1.0
2018,2024,COCKE,ARMORY,ARMORY,0010,exact_norm,1.0
2018,2024,COCKE,BRIDGEPORT,BRIDGEPORT,0004,exact_norm,1.0
2018,2024,COCKE,CENTERVIEW,CENTERVIEW,0007,exact_norm,1.0
2018,2024,COCKE,CENTRAL,CENTRAL,0016,exact_norm,1.0
2018,2024,COCKE,COCKE COUNTY HIGH,COCKE COUNTY HIGH,0012,exact_norm,1.0
2018,2024,COCKE,COSBY,COSBY,0013,exact_norm,1.0
2018,2024,COCKE,DEL RIO,DEL RIO,0001,exact_norm,1.0
2018,2024,COCKE,EDGEMONT,EDGEMONT,0011,exact_norm,1.0
2018,2024,COCKE,EDWINA,EDWINA,0003,exact_norm,1.0
2018,2024,COCKE,FOREST HILL,FOREST HILL,0008,exact_norm,1.0
2018,2024,COCKE,GRASSY FORK,GRASSY FORK,0002,exact_norm,1.0
2018,2024,COCKE,LONG CREEK,LONG CREEK,0005,exact_norm,1.0
2018,2024,COCKE,NEWPORT GRAMMAR,NEWPORT GRAMMAR,0015,exact_norm,1.0
2018,2024,COCKE,NORTHPORT,NORTHPORT,0017,exact_norm,1.0
2018,2024,COCKE,PARROTTSVILLE,PARROTTSVILLE,0006,exact_norm,1.0
2018,2024,COCKE,RANKIN,RANKIN,0009,exact_norm,1.0
2018,2024,COCKE,SMOKY MOUNTAIN,SMOKY MOUNTAIN,0014,exact_norm,1.0
2018,2024,COCKE,WEST END,WEST END,0018,exact_norm,1.0
2018,2024,COFFEE,19 CD STAMPS CENTER,7 1 CD STAMPS CENTER,0011,fuzzy_norm,0.923077
2018,2024,CROCKETT,01,01,0001,exact_norm,1.0
2018,2024,CROCKETT,02,02,0002,exact_norm,1.0
2018,2024,CROCKETT,03,03,0003,exact_norm,1.0
2018,2024,CROCKETT,04,04,0004,exact_norm,1.0
2018,2024,CROCKETT,05,05,0005,exact_norm,1.0
2018,2024,CROCKETT,06,06,0006,exact_norm,1.0
2018,2024,CROCKETT,07,07,0007,exact_norm,1.0
2018,2024,CROCKETT,08,08,0008,exact_norm,1.0
2018,2024,CROCKETT,09,09,0009,exact_norm,1.0
2018,2024,CROCKETT,10,10,0010,exact_norm,1.0
2018,2024,CROCKETT,11,11,0011,exact_norm,1.0
2018,2024,CROCKETT,12,12,0012,exact_norm,1.0
2018,2024,CUMBERLAND,1 CORNERSTONE,1 CORNERSTONE,0001,exact_norm,1.0
2018,2024,CUMBERLAND,2 COMPLEX 2,2 COMPLEX 2,0002,exact_norm,1.0
2018,2024,CUMBERLAND,3 BIG LICK,3 BIG LICK,0006,exact_norm,1.0
2018,2024,CUMBERLAND,3 DORTON,3 DORTON,0004,exact_norm,1.0
2018,2024,CUMBERLAND,3 HOMESTEAD,3 HOMESTEAD,0003,exact_norm,1.0
2018,2024,CUMBERLAND,3 LINARY,3 LINARY,0005,exact_norm,1.0
2018,2024,CUMBERLAND,4 BAKERS,4 BAKERS,0008,exact_norm,1.0
2018,2024,CUMBERLAND,4 OAK HILL,4 OAK HILL,0009,exact_norm,1.0
2018,2024,CUMBERLAND,4 TABOR,4 TABOR,0007,exact_norm,1.0
2018,2024,CUMBERLAND,5 LANTANA,5 LANTANA,0010,exact_norm,1.0
2018,2024,CUMBERLAND,5 TANSI,5 TANSI,0012,exact_norm,1.0
2018,2024,CUMBERLAND,5 VANDEVER,5 VANDEVER,0011,exact_norm,1.0
2018,2024,CUMBERLAND,6 CHESTNUT HILL,6 CHESTNUT HILL,0014,exact_norm,1.0
2018,2024,CUMBERLAND,6 CRAB ORCHARD,6 CRAB ORCHARD,0013,exact_norm,1.0
2018,2024,CUMBERLAND,6 GRASSY COVE,6 GRASSY COVE,0016,exact_norm,1.0
2018,2024,CUMBERLAND,6 OZONE PINEVIEW,6 OZONE PINEVIEW,0015,exact_norm,1.0
2018,2024,CUMBERLAND,7 MAYLAND,7 MAYLAND,0019,exact_norm,1.0
2018,2024,CUMBERLAND,7 RINNIE,7 RINNIE,0017,exact_norm,1.0
2018,2024,CUMBERLAND,7 WOODY,7 WOODY,0018,exact_norm,1.0
2018,2024,CUMBERLAND,8 MIDWAY,8 MIDWAY,0022,exact_norm,1.0
2018,2024,CUMBERLAND,8 PLEASANT HILL,8 PLEASANT HILL,0020,exact_norm,1.0
2018,2024,CUMBERLAND,8 POMONA,8 POMONA,0021,exact_norm,1.0
2018,2024,CUMBERLAND,9 FAIRFIELD NORTH,9 FAIRFIELD NORTH,0023,exact_norm,1.0
2018,2024,CUMBERLAND,9 FAIRFIELD SOUTH,9 FAIRFIELD SOUTH,0024,exact_norm,1.0
2018,2024,DAVIDSON,01 1,01 1,0001,exact_norm,1.0
2018,2024,DAVIDSON,01 2,01 2,0002,exact_norm,1.0
2018,2024,DAVIDSON,01 3,01 3,0003,exact_norm,1.0
2018,2024,DAVIDSON,01 4,01 4,0004,exact_norm,1.0
2018,2024,DAVIDSON,01 5,01 5,0005,exact_norm,1.0
2018,2024,DAVIDSON,02 1,02 1,0008,exact_norm,1.0
2018,2024,DAVIDSON,02 2,02 2,0009,exact_norm,1.0
2018,2024,DAVIDSON,02 3,02 3,0010,exact_norm,1.0
2018,2024,DAVIDSON,02 4,02 4,0011,exact_norm,1.0
2018,2024,DAVIDSON,02 5,02 5,0012,exact_norm,1.0
2018,2024,DAVIDSON,03 1,03 1,0013,exact_norm,1.0
2018,2024,DAVIDSON,03 2,03 2,0014,exact_norm,1.0
2018,2024,DAVIDSON,03 3,03 3,0015,exact_norm,1.0
2018,2024,DAVIDSON,03 4,03 4,0016,exact_norm,1.0
2018,2024,DAVIDSON,03 5,03 5,0017,exact_norm,1.0
2018,2024,DAVIDSON,03 6,03 6,0018,exact_norm,1.0
2018,2024,DAVIDSON,04 1,04 1,0021,exact_norm,1.0
2018,2024,DAVIDSON,04 2,04 2,0022,exact_norm,1.0
2018,2024,DAVIDSON,04 3,04 3,0023,exact_norm,1.0
2018,2024,DAVIDSON,05 1,05 1,0024,exact_norm,1.0
2018,2024,DAVIDSON,05 2,05 2,0025,exact_norm,1.0
2018,2024,DAVIDSON,05 3,05 3,0026,exact_norm,1.0
2018,2024,DAVIDSON,05 4,05 4,0027,exact_norm,1.0
2018,2024,DAVIDSON,05 5,05 5,0028,exact_norm,1.0
2018,2024,DAVIDSON,06 1,06 1,0032,exact_norm,1.0
2018,2024,DAVIDSON,06 2,06 2,0033,exact_norm,1.0
2018,2024,DAVIDSON,06 3,06 3,0034,exact_norm,1.0
2018,2024,DAVIDSON,06 4,06 4,0035,exact_norm,1.0
2018,2024,DAVIDSON,06 5,06 5,0036,exact_norm,1.0
2018,2024,DAVIDSON,07 1,07 1,0040,exact_norm,1.0
2018,2024,DAVIDSON,07 2,07 2,0041,exact_norm,1.0
2018,2024,DAVIDSON,07 3,07 3,0042,exact_norm,1.0
2018,2024,DAVIDSON,07 4,07 4,0043,exact_norm,1.0
2018,2024,DAVIDSON,07 5,07 5,0044,exact_norm,1.0
2018,2024,DAVIDSON,07 6,07 6,0045,exact_norm,1.0
2018,2024,DAVIDSON,08 1,08 1,0047,exact_norm,1.0
2018,2024,DAVIDSON,08 2,08 2,0048,exact_norm,1.0
2018,2024,DAVIDSON,08 3,08 3,0049,exact_norm,1.0
2018,2024,DAVIDSON,09 1,09 1,0050,exact_norm,1.0
2018,2024,DAVIDSON,09 2,09 2,0051,exact_norm,1.0
2018,2024,DAVIDSON,09 3,09 3,0052,exact_norm,1.0
2018,2024,DAVIDSON,10 1,10 1,0053,exact_norm,1.0
2018,2024,DAVIDSON,10 2,10 2,0054,exact_norm,1.0
2018,2024,DAVIDSON,10 3,10 3,0055,exact_norm,1.0
2018,2024,DAVIDSON,10 4,10 4,0056,exact_norm,1.0
2018,2024,DAVIDSON,10 5,10 5,0057,exact_norm,1.0
2018,2024,DAVIDSON,10 6,10 6,0058,exact_norm,1.0
2018,2024,DAVIDSON,11 1,11 1,0062,exact_norm,1.0
2018,2024,DAVIDSON,11 2,11 2,0063,exact_norm,1.0
2018,2024,DAVIDSON,11 3,11 3,0064,exact_norm,1.0
2018,2024,DAVIDSON,11 4,11 4,0065,exact_norm,1.0
2018,2024,DAVIDSON,12 1,12 1,0066,exact_norm,1.0
2018,2024,DAVIDSON,12 2,12 2,0067,exact_norm,1.0
2018,2024,DAVIDSON,12 3,12 3,0068,exact_norm,1.0
2018,2024,DAVIDSON,12 4,12 4,0069,exact_norm,1.0
2018,2024,DAVIDSON,13 1,13 1,0070,exact_norm,1.0
2018,2024,DAVIDSON,13 2,13 2,0071,exact_norm,1.0
2018,2024,DAVIDSON,13 3,13 3,0072,exact_norm,1.0
2018,2024,DAVIDSON,13 4,13 4,0073,exact_norm,1.0
2018,2024,DAVIDSON,14 1,14 1,0075,exact_norm,1.0
2018,2024,DAVIDSON,14 2,14 2,0076,exact_norm,1.0
2018,2024,DAVIDSON,14 3,14 3,0077,exact_norm,1.0
2018,2024,DAVIDSON,14 4,14 4,0078,exact_norm,1.0
2018,2024,DAVIDSON,14 5,14 5,0079,exact_norm,1.0
2018,2024,DAVIDSON,15 1,15 1,0080,exact_norm,1.0
2018,2024,DAVIDSON,15 2,15 2,0081,exact_norm,1.0
2018,2024,DAVIDSON,15 3,15 3,0082,exact_norm,1.0
2018,2024,DAVIDSON,15 4,15 4,0083,exact_norm,1.0
2018,2024,DAVIDSON,15 5,15 5,0084,exact_norm,1.0
2018,2024,DAVIDSON,16 1,16 1,0086,exact_norm,1.0
2018,2024,DAVIDSON,16 2,16 2,0087,exact_norm,1.0
2018,2024,DAVIDSON,16 3,16 3,0088,exact_norm,1.0
2018,2024,DAVIDSON,16 4,16 4,0089,exact_norm,1.0
2018,2024,DAVIDSON,17 1,17 1,0090,exact_norm,1.0
2018,2024,DAVIDSON,17 2,17 2,0091,exact_norm,1.0
2018,2024,DAVIDSON,17 3,17 3,0092,exact_norm,1.0
2018,2024,DAVIDSON,17 4,17 4,0093,exact_norm,1.0
2018,2024,DAVIDSON,17 5,17 5,0094,exact_norm,1.0
2018,2024,DAVIDSON,17 6,17 6,0095,exact_norm,1.0
2018,2024,DAVIDSON,17 7,17 7,0096,exact_norm,1.0
2018,2024,DAVIDSON,18 1,18 1,0098,exact_norm,1.0
2018,2024,DAVIDSON,18 2,18 2,0099,exact_norm,1.0
2018,2024,DAVIDSON,18 3,18 3,0100,exact_norm,1.0
2018,2024,DAVIDSON,19 1,19 1,0101,exact_norm,1.0
2018,2024,DAVIDSON,19 2,19 2,0102,exact_norm,1.0
2018,2024,DAVIDSON,19 3,19 3,0103,exact_norm,1.0
2018,2024,DAVIDSON,19 4,19 4,0104,exact_norm,1.0
2018,2024,DAVIDSON,19 5,19 5,0105,exact_norm,1.0
2018,2024,DAVIDSON,20 1,20 1,0106,exact_norm,1.0
2018,2024,DAVIDSON,20 2,20 2,0107,exact_norm,1.0
2018,2024,DAVIDSON,20 3,20 3,0108,exact_norm,1.0
2018,2024,DAVIDSON,21 1,21 1,0111,exact_norm,1.0
2018,2024,DAVIDSON,21 2,21 2,0112,exact_norm,1.0
2018,2024,DAVIDSON,21 3,21 3,0113,exact_norm,1.0
2018,2024,DAVIDSON,21 4,21 4,0114,exact_norm,1.0
2018,2024,DAVIDSON,22 1,22 1,0115,exact_norm,1.0
2018,2024,DAVIDSON,22 2,22 2,0116,exact_norm,1.0
2018,2024,DAVIDSON,22 3,22 3,0117,exact_norm,1.0
2018,2024,DAVIDSON,22 4,22 4,0118,exact_norm,1.0
2018,2024,DAVIDSON,23 1,23 1,0119,exact_norm,1.0
2018,2024,DAVIDSON,23 2,23 2,0120,exact_norm,1.0
2018,2024,DAVIDSON,23 3,23 3,0121,exact_norm,1.0
2018,2024,DAVIDSON,23 4,23 4,0122,exact_norm,1.0
2018,2024,DAVIDSON,23 5,23 5,0123,exact_norm,1.0
2018,2024,DAVIDSON,24 1,24 1,0124,exact_norm,1.0
2018,2024,DAVIDSON,24 2,24 2,0125,exact_norm,1.0
2018,2024,DAVIDSON,24 3,24 3,0126,exact_norm,1.0
2018,2024,DAVIDSON,24 4,24 4,0127,exact_norm,1.0
2018,2024,DAVIDSON,24 5,24 5,0128,exact_norm,1.0
2018,2024,DAVIDSON,24 6,24 6,0129,exact_norm,1.0
2018,2024,DAVIDSON,25 1,25 1,0130,exact_norm,1.0
2018,2024,DAVIDSON,25 2,25 2,0131,exact_norm,1.0
2018,2024,DAVIDSON,25 3,25 3,0132,exact_norm,1.0
2018,2024,DAVIDSON,25 4,25 4,0133,exact_norm,1.0
2018,2024,DAVIDSON,26 1,26 1,0135,exact_norm,1.0
2018,2024,DAVIDSON,26 2,26 2,0136,exact_norm,1.0
2018,2024,DAVIDSON,26 3,26 3,0137,exact_norm,1.0
2018,2024,DAVIDSON,26 4,26 4,0138,exact_norm,1.0
2018,2024,DAVIDSON,27 1,27 1,0139,exact_norm,1.0
2018,2024,DAVIDSON,27 3,27 3,0140,exact_norm,1.0
2018,2024,DAVIDSON,28 1,28 1,0142,exact_norm,1.0
2018,2024,DAVIDSON,28 2,28 2,0143,exact_norm,1.0
2018,2024,DAVIDSON,28 3,28 3,0144,exact_norm,1.0
2018,2024,DAVIDSON,29 1,29 1,0147,exact_norm,1.0
2018,2024,DAVIDSON,29 2,29 2,0148,exact_norm,1.0
2018,2024,DAVIDSON,29 3,29 3,0149,exact_norm,1.0
2018,2024,DAVIDSON,29 4,29 4,0150,exact_norm,1.0
2018,2024,DAVIDSON,30 1,30 1,0151,exact_norm,1.0
2018,2024,DAVIDSON,30 2,30 2,0152,exact_norm,1.0
2018,2024,DAVIDSON,30 3,30 3,0153,exact_norm,1.0
2018,2024,DAVIDSON,31 1,31 1,0154,exact_norm,1.0
2018,2024,DAVIDSON,31 2,31 2,0155,exact_norm,1.0
2018,2024,DAVIDSON,31 3,31 3,0156,exact_norm,1.0
2018,2024,DAVIDSON,31 4,31 4,0157,exact_norm,1.0
2018,2024,DAVIDSON,32 1,32 1,0158,exact_norm,1.0
2018,2024,DAVIDSON,32 2,32 2,0159,exact_norm,1.0
2018,2024,DAVIDSON,32 3,32 3,0160,exact_norm,1.0
2018,2024,DAVIDSON,32 4,32 4,0161,exact_norm,1.0
2018,2024,DAVIDSON,33 1,33 1,0162,exact_norm,1.0
2018,2024,DAVIDSON,33 2,33 2,0163,exact_norm,1.0
2018,2024,DAVIDSON,33 3,33 3,0164,exact_norm,1.0
2018,2024,DAVIDSON,33 4,33 4,0165,exact_norm,1.0
2018,2024,DAVIDSON,34 1,34 1,0168,exact_norm,1.0
2018,2024,DAVIDSON,34 2,34 2,0169,exact_norm,1.0
2018,2024,DAVIDSON,34 3,34 3,0170,exact_norm,1.0
2018,2024,DAVIDSON,34 4,34 4,0171,exact_norm,1.0
2018,2024,DAVIDSON,34 5,34 5,0172,exact_norm,1.0
2018,2024,DAVIDSON,35 1,35 1,0174,exact_norm,1.0
2018,2024,DAVIDSON,35 2,35 2,0175,exact_norm,1.0
2018,2024,DAVIDSON,35 3,35 3,0176,exact_norm,1.0
2018,2024,DAVIDSON,35 4,35 4,0177,exact_norm,1.0
2018,2024,DECATUR,1 1 DUNBAR,1 1 DUNBAR,0001,exact_norm,1.0
2018,2024,DECATUR,2 2 SCOTTS HILL,2 1 SCOTTS HILL,0002,fuzzy_norm,0.933333
2018,2024,DECATUR,3 2 DECATURVILLE,3 1 DECATURVILLE,0003,fuzzy_norm,0.9375
2018,2024,DECATUR,4 1 DECATURVILLE,4 1 DECATURVILLE,0004,exact_norm,1.0
2018,2024,DECATUR,5 1 PARSONS,5 1 PARSONS,0005,exact_norm,1.0
2018,2024,DECATUR,6 1 PARSONS,6 1 PARSONS,0006,exact_norm,1.0
2018,2024,DECATUR,8 1 PARSONS,8 1 PARSONS,0008,exact_norm,1.0
2018,2024,DECATUR,9 1 BEACON,9 1 BEACON,0009,exact_norm,1.0
2018,2024,DEKALB,1 1 ALEXANDRIA,1 1 ALEXANDRIA,0001,exact_norm,1.0
2018,2024,DEKALB,1 2 TEMPERENCE HALL,1 2 TEMPERENCE HALL,0002,exact_norm,1.0
2018,2024,DEKALB,2 1 LIBERTY,2 1 LIBERTY,0003,exact_norm,1.0
2018,2024,DEKALB,2 3 SNOWS HILL,2 3 SNOWS HILL,0004,exact_norm,1.0
2018,2024,DEKALB,3 1 CHURCH OF GOD,3 1 CHURCH OF GOD,0005,exact_norm,1.0
2018,2024,DEKALB,4 2 ROCK CASTLE,4 2 ROCK CASTLE,0006,exact_norm,1.0
2018,2024,DEKALB,4 3 COURTHOUSE,4 3 COURTHOUSE,0007,exact_norm,1.0
2018,2024,DEKALB,5 1 JOHNSON CHAPEL,5 1 JOHNSON CHAPEL,0008,exact_norm,1.0
2018,2024,DEKALB,5 2 COUNTY COMPLEX,5 2 COUNTY COMPLEX,0009,exact_norm,1.0
2018,2024,DEKALB,6 2 KELTONBURG,6 2 KELTONBURG,0010,exact_norm,1.0
2018,2024,DEKALB,6 3 BLUE SPRINGS,6 3 BLUE SPRINGS,0011,exact_norm,1.0
2018,2024,DEKALB,7 1 CHURCH OF CHRIST,7 1 CHURCH OF CHRIST,0012,exact_norm,1.0
2018,2024,DICKSON,1 1,1 1,0001,exact_norm,1.0
2018,2024,DICKSON,10 1,10 1,0011,exact_norm,1.0
2018,2024,DICKSON,11 1,11 1,0012,exact_norm,1.0
2018,2024,DICKSON,12 1,12 1,0013,exact_norm,1.0
2018,2024,DICKSON,2 1,2 1,0002,exact_norm,1.0
2018,2024,DICKSON,3 1,3 1,0003,exact_norm,1.0
2018,2024,DICKSON,4 1,4 1,0004,exact_norm,1.0
2018,2024,DICKSON,5 1,5 1,0005,exact_norm,1.0
2018,2024,DICKSON,6 1,6 1,0006,exact_norm,1.0
2018,2024,DICKSON,6 2,6 2,0007,exact_norm,1.0
2018,2024,DICKSON,7 1,7 1,0008,exact_norm,1.0
2018,2024,DICKSON,8 1,8 1,0009,exact_norm,1.0
2018,2024,DICKSON,9 1,9 1,0010,exact_norm,1.0
2018,2024,DYER,A1 BONICORD,A1 BONICORD,0001,exact_norm,1.0
2018,2024,DYER,A2 FOWLKES,A2 FOWLKES,0002,exact_norm,1.0
2018,2024,DYER,B NEWBERN,B NEWBERN,0003,exact_norm,1.0
2018,2024,DYER,C1 TATUMVILLE,C1 TATUMVILLE,0004,exact_norm,1.0
2018,2024,DYER,C2 TRIMBLE,C2 TRIMBLE,0005,exact_norm,1.0
2018,2024,DYER,D1 MILLSFIELD,D1 MILLSFIELD,0006,exact_norm,1.0
2018,2024,DYER,D2 BOGOTA,D2 BOGOTA,0007,exact_norm,1.0
2018,2024,DYER,E1 FINLEY,E1 FINLEY,0008,exact_norm,1.0
2018,2024,DYER,E2 LENOX,E2 LENOX,0009,exact_norm,1.0
2018,2024,DYER,G COURTHOUSE,G COURTHOUSE,0011,exact_norm,1.0
2018,2024,DYER,H E DYERSBURG,H E DYERSBURG,0012,exact_norm,1.0
2018,2024,DYER,I1 COMMUNITY CENTER,I1 COMMUNITY CENTER,0013,exact_norm,1.0
2018,2024,DYER,I2 HURRICANE HILL,I2 HURRICANE HILL,0014,exact_norm,1.0
2018,2024,DYER,J NORTH DYERSBURG,J NORTH DYERSBURG,0015,exact_norm,1.0
2018,2024,FAYETTE,BRADEN,BRADEN,0004,exact_norm,1.0
2018,2024,FAYETTE,ELBA,ELBA,0008,exact_norm,1.0
2018,2024,FAYETTE,FAYETTE CORNER,FAYETTE CORNER,0002,exact_norm,1.0
2018,2024,FAYETTE,GALLAWAY,GALLAWAY,0005,exact_norm,1.0
2018,2024,FAYETTE,GARNETT,GARNETT,0003,exact_norm,1.0
2018,2024,FAYETTE,HICKORY WITHE,HICKORY WITHE,0007,exact_norm,1.0
2018,2024,FAYETTE,LAGRANGE,LAGRANGE,0015,exact_norm,1.0
2018,2024,FAYETTE,MACON,MACON,0011,exact_norm,1.0
2018,2024,FAYETTE,MOSCOW,MOSCOW,0013,exact_norm,1.0
2018,2024,FAYETTE,PARKS,PARKS,0014,exact_norm,1.0
2018,2024,FAYETTE,PIPERTON,PIPERTON,0009,exact_norm,1.0
2018,2024,FAYETTE,ROSSVILLE,ROSSVILLE,0010,exact_norm,1.0
2018,2024,FAYETTE,WILLISTON,WILLISTON,0012,exact_norm,1.0
2018,2024,FENTRESS,ALLARDT,ALLARDT,0001,exact_norm,1.0
2018,2024,FENTRESS,ARMATHWAITE,ARMATHWAITE,0002,exact_norm,1.0
2018,2024,FENTRESS,BANNER,BANNER,0003,exact_norm,1.0
2018,2024,FENTRESS,CLARKRANGE,CLARKRANGE,0006,exact_norm,1.0
2018,2024,FENTRESS,COMMUNITY CENTER,COMMUNITY CENTER,0004,exact_norm,1.0
2018,2024,FENTRESS,COURTHOUSE,COURTHOUSE,0005,exact_norm,1.0
2018,2024,FENTRESS,CROSSROADS,CROSSROADS,0007,exact_norm,1.0
2018,2024,FENTRESS,EAST JAMESTOWN,EAST JAMESTOWN,0008,exact_norm,1.0
2018,2024,FENTRESS,GRIMSLEY,GRIMSLEY,0009,exact_norm,1.0
2018,2024,FENTRESS,PALL MALL,PALL MALL,0011,exact_norm,1.0
2018,2024,FENTRESS,PINE HAVEN,PINE HAVEN,0010,exact_norm,1.0
2018,2024,FENTRESS,TINCHTOWN,TINCHTOWN,0012,exact_norm,1.0
2018,2024,FENTRESS,WEST FENTRESS,WEST FENTRESS,0013,exact_norm,1.0
2018,2024,FRANKLIN,1 1 ANNEX,1 1 ANNEX,0001,exact_norm,1.0
2018,2024,FRANKLIN,2 1 CLARK MEMORIAL,2 1 CLARK MEMORIAL,0002,exact_norm,1.0
2018,2024,FRANKLIN,3 1 BROADVIEW,3 1 BROADVIEW,0003,exact_norm,1.0
2018,2024,FRANKLIN,3 2 HUNTLAND,3 2 HUNTLAND,0004,exact_norm,1.0
2018,2024,FRANKLIN,3 3 WALNUT GROVE,3 3 WALNUT GROVE,0005,exact_norm,1.0
2018,2024,FRANKLIN,4 1 BELVIDERE,4 1 BELVIDERE,0006,exact_norm,1.0
2018,2024,FRANKLIN,4 2 COWAN,4 2 COWAN,0007,exact_norm,1.0
2018,2024,FRANKLIN,4 3 LIBERTY,4 3 LIBERTY,0008,exact_norm,1.0
2018,2024,FRANKLIN,5 1 KEITH SPRINGS,5 1 KEITH SPRINGS,0009,exact_norm,1.0
2018,2024,FRANKLIN,5 2 SEWANEE,5 2 SEWANEE,0010,exact_norm,1.0
2018,2024,FRANKLIN,5 3 SHERWOOD,5 3 SHERWOOD,0011,exact_norm,1.0
2018,2024,FRANKLIN,6 1 ALTO OAK GROVE,6 1 ALTO OAK GROVE,0012,exact_norm,1.0
2018,2024,FRANKLIN,6 2 CAPITOL HILL,6 2 CAPITOL HILL,0013,exact_norm,1.0
2018,2024,FRANKLIN,6 3 UTSI,6 3 UTSI,0014,exact_norm,1.0
2018,2024,FRANKLIN,7 1 NORTH LAKE,7 1 NORTH LAKE,0015,exact_norm,1.0
2018,2024,FRANKLIN,7 2 CG WINCHESTER SPRINGS,7 2 CG WINCHESTER SPRINGS,0016,exact_norm,1.0
2018,2024,FRANKLIN,8 1 DECHERD,8 1 DECHERD,0017,exact_norm,1.0
2018,2024,FRANKLIN,8 2 ESTILL SPRINGS,8 2 ESTILL SPRINGS,0018,exact_norm,1.0
2018,2024,GIBSON,1 1 MEDINA,1 1 MEDINA,0001,exact_norm,1.0
2018,2024,GIBSON,10 22 AGRI PLEX,10 22 AGRI PLEX,0010,exact_norm,1.0
2018,2024,GIBSON,11 26 UNION CENTRAL,11 26 UNION CENTRAL,0011,exact_norm,1.0
2018,2024,GIBSON,11 27 SKULLBONE,11 27 SKULLBONE,0012,exact_norm,1.0
2018,2024,GIBSON,15 31 MILAN MUNICIPAL,15 31 MILAN MUNICIPAL,0016,exact_norm,1.0
2018,2024,GIBSON,16 17 YORKVILLE,16 17 YORKVILLE,0017,exact_norm,1.0
2018,2024,GIBSON,16 18 KENTON,16 18 KENTON,0018,exact_norm,1.0
2018,2024,GIBSON,16 40 RUTHERFORD,16 40 RUTHERFORD,0019,exact_norm,1.0
2018,2024,GIBSON,17 32 BRADFORD,17 32 BRADFORD,0020,exact_norm,1.0
2018,2024,GIBSON,18 37 GOOD LUCK,18 37 GOOD LUCK,0021,exact_norm,1.0
2018,2024,GIBSON,19 38 DYER,19 38 DYER,0022,exact_norm,1.0
2018,2024,GIBSON,3 7 BAILEY PARK,3 7 BAILEY PARK,0003,exact_norm,1.0
2018,2024,GIBSON,7 13 FRUITLAND,9 13 FRUITLAND,0009,fuzzy_norm,0.928571
2018,2024,GIBSON,8 14 BRAZIL,8 14 BRAZIL,0008,exact_norm,1.0
2018,2024,GILES,1A ARDMORE,1A ARDMORE,0001,exact_norm,1.0
2018,2024,GILES,1B PROSPECT,1B PROSPECT,0002,exact_norm,1.0
2018,2024,GILES,2A MINOR HILL,2A MINOR HILL,0003,exact_norm,1.0
2018,2024,GILES,2B AIRPORT,2B AIRPORT,0004,exact_norm,1.0
2018,2024,GILES,3A RICHLAND TRACE,3A RICHLAND TRACE,0005,exact_norm,1.0
2018,2024,GILES,3B CAMPBELLSVILLE,3B CAMPBELLSVILLE,0006,exact_norm,1.0
2018,2024,GILES,4A LYNNVILLE,4A LYNNVILLE,0007,exact_norm,1.0
2018,2024,GILES,4B ODD FELLOWS HALL,4B ODD FELLOWS HALL,0008,exact_norm,1.0
2018,2024,GILES,5A TCAT,5A TCAT,0009,exact_norm,1.0
2018,2024,GILES,5B AGRI PARK,5B AGRI PARK,0010,exact_norm,1.0
2018,2024,GILES,6B BRIDGEFORTH,6B BRIDGEFORTH,0012,exact_norm,1.0
2018,2024,GILES,7A GCHS,7A GCHS,0013,exact_norm,1.0
2018,2024,GILES,7B REC CENTER,7B REC CENTER,0014,exact_norm,1.0
2018,2024,GRAINGER,1 1,1 1,0001,exact_norm,1.0
2018,2024,GRAINGER,1 2,1 2,0002,exact_norm,1.0
2018,2024,GRAINGER,2 1,2 1,0003,exact_norm,1.0
2018,2024,GRAINGER,2 2,2 2,0004,exact_norm,1.0
2018,2024,GRAINGER,3 1,3 1,0005,exact_norm,1.0
2018,2024,GRAINGER,3 2,3 2,0006,exact_norm,1.0
